Código|Data|Último|Abertura|Máxima|Mínima|Vol.|Var%
ITUB3|Set 09|7,39|6,75|7,56|6,49|3,84M|8,52%
ITUB3|Ago 09|6,81|6,29|7,03|6,17|4,21M|8,27%
ITUB3|Jul 09|6,29|5,91|6,35|5,56|3,18M|6,97%
ITUB3|Jun 09|5,88|6,04|6,19|5,60|1,58M|-2,16%
ITUB3|Mai 09|6,01|5,78|6,11|5,30|1,98M|5,25%
ITUB3|Abr 09|5,71|5,00|5,73|4,99|2,82M|14,20%
ITUB3|Mar 09|5,00|4,31|5,29|4,04|9,61M|14,68%
ITUB3|Fev 09|4,36|4,36|4,81|4,25|1,35M|-4,18%
ITUB3|Jan 09|4,55|4,93|5,48|4,24|1,24M|-7,33%
ITUB3|Dez 08|4,91|4,59|5,61|4,59|991,62K|-1,60%
ITUB3|Nov 08|4,99|5,99|6,15|4,02|2,67M|-2,92%
ITUB3|Out 08|5,14|6,36|6,58|3,60|1,39M|-26,68%
ITUB3|Set 08|7,01|6,11|7,01|5,51|573,70K|14,36%
ITUB3|Ago 08|6,13|6,45|6,65|5,98|569,58K|-4,81%
ITUB3|Jul 08|6,44|6,70|6,83|5,99|874,89K|-3,88%
ITUB3|Jun 08|6,70|7,59|7,74|6,65|7,27M|-13,55%
ITUB3|Mai 08|7,75|7,63|7,98|7,23|1,15M|4,17%
ITUB3|Abr 08|7,44|6,54|7,44|6,54|680,71K|14,11%
ITUB3|Mar 08|6,52|7,02|7,44|6,38|566,84K|-7,25%
ITUB3|Fev 08|7,03|6,07|7,22|5,69|466,39K|15,82%
ITUB3|Jan 08|6,07|7,56|7,56|6,07|430,71K|-18,52%
ITUB3|Dez 07|7,45|7,66|8,06|7,37|712,58K|-2,23%
ITUB3|Nov 07|7,62|7,83|7,83|6,85|804,93K|-3,18%
ITUB3|Out 07|7,87|7,56|8,47|7,35|865,93K|5,92%
ITUB3|Set 07|7,43|6,89|7,60|6,47|635,16K|7,53%
ITUB3|Ago 07|6,91|6,83|6,91|5,88|1,29M|0,58%
ITUB3|Jul 07|6,87|6,66|7,50|6,66|1,13M|3,15%
ITUB3|Jun 07|6,66|6,67|6,74|6,44|2,03M|1,37%
ITUB3|Mai 07|6,57|5,88|6,74|5,88|10,23M|11,73%
ITUB3|Abr 07|5,88|5,36|6,14|5,19|876,14K|10,73%
ITUB3|Mar 07|5,31|5,14|5,53|4,96|783,24K|-1,67%
ITUB3|Fev 07|5,40|5,75|5,79|5,19|1,50M|-6,09%
ITUB3|Jan 07|5,75|5,53|5,79|5,35|621,90K|2,68%
ITUB3|Dez 06|5,60|5,20|5,62|5,14|1,38M|7,90%
ITUB3|Nov 06|5,19|5,16|5,36|5,04|4,08M|0,58%
ITUB3|Out 06|5,16|4,80|5,34|4,67|1,28M|9,55%
ITUB3|Set 06|4,71|4,76|4,93|4,48|572,24K|-1,67%
ITUB3|Ago 06|4,79|4,75|4,88|4,49|435,56K|-1,03%
ITUB3|Jul 06|4,84|4,75|4,94|4,31|857,88K|4,09%
ITUB3|Jun 06|4,65|4,56|4,80|3,80|715,56K|1,53%
ITUB3|Mai 06|4,58|4,90|5,49|4,28|749,12K|-6,53%
ITUB3|Abr 06|4,90|4,82|5,10|4,67|1,13M|2,08%
ITUB3|Mar 06|4,80|5,12|5,19|4,75|613,66K|-5,14%
ITUB3|Fev 06|5,06|4,75|5,40|4,58|0,54K|3,69%
ITUB3|Jan 06|4,88|4,06|4,97|4,06|0,69K|20,20%
ITUB3|Dez 05|4,06|4,16|4,32|4,06|20,85K|-2,64%
ITUB3|Nov 05|4,17|3,89|4,24|3,89|0,34K|7,20%
ITUB3|Out 05|3,89|4,20|4,32|3,67|0,67K|-9,95%
ITUB3|Set 05|4,32|3,59|4,32|3,59|6,04K|22,03%
ITUB3|Ago 05|3,54|3,20|3,62|3,20|0,60K|10,62%
ITUB3|Jul 05|3,20|3,07|3,24|3,07|0,18K|2,89%
ITUB3|Jun 05|3,11|3,20|3,33|3,07|12,02K|-5,18%
ITUB3|Mai 05|3,28|3,37|3,37|3,11|0,12K|-1,50%
ITUB3|Abr 05|3,33|3,46|3,46|3,28|0,12K|-8,77%
ITUB3|Mar 05|3,65|3,28|3,67|3,28|1,09K|9,61%
ITUB3|Fev 05|3,33|2,85|3,33|2,85|0,06K|15,22%
ITUB3|Jan 05|2,89|3,02|3,03|2,89|0,85K|-4,62%
ITUB3|Dez 04|3,03|2,57|3,11|2,57|0,60K|17,44%
ITUB3|Nov 04|2,58|2,51|2,59|2,42|0,06K|1,98%
ITUB3|Out 04|2,53|2,38|2,54|2,38|289,35K|7,20%
ITUB3|Set 04|2,36|2,21|2,45|2,20|495,23K|7,27%
ITUB3|Ago 04|2,20|2,16|2,38|2,14|551,64K|1,85%
ITUB3|Jul 04|2,16|2,21|2,26|2,16|218,99K|-1,82%
ITUB3|Jun 04|2,20|2,04|2,20|2,04|529,84K|7,84%
ITUB3|Mai 04|2,04|2,07|2,07|1,90|562,27K|-3,32%
ITUB3|Abr 04|2,11|2,20|2,25|2,11|235,96K|-2,31%
ITUB3|Mar 04|2,16|2,26|2,33|2,12|2,68M|-4,00%
ITUB3|Fev 04|2,25|2,25|2,29|2,15|1,06M|0,90%
ITUB3|Jan 04|2,23|2,18|2,28|2,00|5,89M|2,29%
ITUB3|Dez 03|2,18|1,92|2,20|1,90|767,67K|13,54%
ITUB3|Nov 03|1,92|1,86|1,94|1,79|25,84M|5,49%
ITUB3|Out 03|1,82|1,82|1,93|1,75|1,38M|5,20%
ITUB3|Set 03|1,73|1,77|1,98|1,73|3,84M|-1,14%
ITUB3|Ago 03|1,75|1,58|1,75|1,55|498,98K|9,37%
ITUB3|Jul 03|1,60|1,53|1,62|1,44|631,84K|2,56%
ITUB3|Jun 03|1,56|1,59|1,59|1,48|2,91M|-1,89%
ITUB3|Mai 03|1,59|1,55|1,61|1,51|876,68K|2,58%
ITUB3|Abr 03|1,55|1,57|1,60|1,47|565,47K|0,65%
ITUB3|Mar 03|1,54|1,29|1,54|1,29|4,19M|22,22%
ITUB3|Fev 03|1,26|1,29|1,31|1,22|522,47K|-2,33%
ITUB3|Jan 03|1,29|1,34|1,47|1,25|1,26M|-4,44%
ITUB3|Dez 02|1,35|1,24|1,42|1,18|484,78K|9,76%
ITUB3|Nov 02|1,23|1,21|1,28|1,19|1,18M|-4,65%
ITUB3|Out 02|1,29|1,04|1,29|0,99|1,16M|26,47%
ITUB3|Set 02|1,02|1,21|1,21|1,02|278,60K|-15,70%
ITUB3|Ago 02|1,21|1,04|1,31|1,04|838,57K|18,63%
ITUB3|Jul 02|1,02|1,30|1,38|0,99|310,55K|-21,54%
ITUB3|Jun 02|1,30|1,50|1,50|1,25|579,54K|-13,91%
ITUB3|Mai 02|1,51|1,59|1,59|1,50|187,52K|-6,79%
ITUB3|Abr 02|1,62|1,60|1,66|1,56|1,33M|1,25%
ITUB3|Mar 02|1,60|1,76|1,76|1,56|50,31M|-4,76%
ITUB3|Fev 02|1,68|1,50|1,72|1,50|371,60K|12,00%
ITUB3|Jan 02|1,50|1,51|1,56|1,47|1,22M|-0,66%
ITUB3|Dez 01|1,51|1,51|1,52|1,50|3,76M|0,00%
ITUB3|Nov 01|1,51|1,60|1,63|1,51|869,49K|-5,63%
ITUB3|Out 01|1,60|1,38|1,62|1,38|59,31M|15,94%
ITUB3|Set 01|1,38|1,50|1,50|1,37|434,78K|-8,61%
ITUB3|Ago 01|1,51|1,64|1,69|1,51|653,71K|-7,93%
ITUB3|Jul 01|1,64|1,64|1,64|1,56|1,78M|1,23%
ITUB3|Jun 01|1,62|1,66|1,66|1,61|30,62M|-1,22%
ITUB3|Mai 01|1,64|1,47|1,64|1,47|698,03K|9,33%
ITUB3|Abr 01|1,50|1,47|1,56|1,37|711,56K|0,67%
ITUB3|Mar 01|1,49|1,52|1,58|1,40|15,45M|-0,67%
ITUB3|Fev 01|1,50|1,61|1,61|1,50|51,52M|-7,41%
ITUB3|Jan 01|1,62|1,60|1,75|1,60|7,88M|1,25%
ITUB3|Dez 00|1,60|1,45|1,60|1,45|67,97M|9,59%
ITUB3|Nov 00|1,46|1,40|1,49|1,38|5,36M|4,29%
ITUB3|Out 00|1,40|1,24|1,41|1,17|1,51M|12,00%
ITUB3|Set 00|1,25|1,31|1,34|1,24|300,40K|-4,58%
ITUB3|Ago 00|1,31|1,25|1,34|1,23|412,07K|5,65%
ITUB3|Jul 00|1,24|1,20|1,30|1,20|1,04M|2,48%
ITUB3|Jun 00|1,21|1,10|1,23|1,08|548,86K|15,24%
ITUB3|Mai 00|1,05|1,04|1,09|1,02|431,09K|6,06%
ITUB3|Abr 00|0,99|1,12|1,18|0,99|538,47K|-11,61%
ITUB3|Mar 00|1,12|1,08|1,13|1,07|1,85M|3,70%
ITUB3|Fev 00|1,08|1,05|1,12|1,01|1,13M|-1,82%
ITUB3|Jan 00|1,10|1,21|1,23|1,09|374,38K|-14,06%
ITUB3|Dez 99|1,28|0,92|1,28|0,92|1,39M|39,13%
ITUB3|Nov 99|0,92|0,83|0,95|0,83|566,19K|12,20%
ITUB3|Out 99|0,82|0,74|0,82|0,73|1,15M|5,13%
ITUB3|Set 99|0,78|0,68|0,80|0,68|623,33K|16,42%
ITUB3|Ago 99|0,67|0,67|0,67|0,61|1,10M|-1,47%
ITUB3|Jul 99|0,68|0,68|0,72|0,67|1,16M|0,00%
ITUB3|Jun 99|0,68|0,66|0,70|0,66|1,23M|1,49%
ITUB3|Mai 99|0,67|0,59|0,76|0,59|1,65M|13,56%
ITUB3|Abr 99|0,59|0,58|0,61|0,57|1,30M|1,72%
ITUB3|Mar 99|0,58|0,50|0,58|0,50|2,65M|16,00%
ITUB3|Fev 99|0,50|0,49|0,52|0,49|1,80M|11,11%
ITUB3|Jan 99|0,45|0,44|0,45|0,44|2,09M|-8,16%
ITUB3|Dez 98|0,49|0,50|0,50|0,42|641,38K|-7,55%
ITUB3|Nov 98|0,53|0,47|0,54|0,47|799,01K|12,77%
ITUB3|Out 98|0,47|0,39|0,47|0,38|1,10M|9,30%
ITUB3|Set 98|0,43|0,41|0,44|0,32|1,34M|4,88%
ITUB3|Ago 98|0,41|0,54|0,54|0,41|4,91M|-25,45%
ITUB3|Jul 98|0,55|0,44|0,56|0,44|5,41M|22,22%
ITUB3|Jun 98|0,45|0,45|0,45|0,42|1,89M|0,00%
ITUB3|Mai 98|0,45|0,50|0,50|0,43|3,31M|-6,25%
ITUB3|Abr 98|0,48|0,46|0,52|0,46|3,06M|4,35%
ITUB3|Mar 98|0,46|0,43|0,46|0,42|1,91M|9,52%
ITUB3|Fev 98|0,42|0,40|0,42|0,40|3,43M|5,00%
ITUB3|Jan 98|0,40|0,43|0,43|0,37|1,65M|-2,44%
ITUB3|Dez 97|0,41|0,34|0,41|0,33|1,91M|24,24%
ITUB3|Nov 97|0,33|0,35|0,35|0,30|4,58M|6,45%
ITUB3|Out 97|0,31|0,48|0,51|0,31|2,43M|-35,42%
ITUB3|Set 97|0,48|0,43|0,51|0,41|1,81M|11,63%
ITUB3|Ago 97|0,43|0,44|0,46|0,43|3,39M|-6,52%
ITUB3|Jul 97|0,46|0,42|0,47|0,42|6,46M|12,20%
ITUB3|Jun 97|0,41|0,38|0,44|0,36|182,96M|10,81%
ITUB3|Mai 97|0,37|0,42|0,43|0,37|1,23M|-9,76%
ITUB3|Abr 97|0,41|0,41|0,44|0,40|1,78M|-2,38%
ITUB3|Mar 97|0,42|0,41|0,43|0,40|3,46M|2,44%
ITUB3|Fev 97|0,41|0,35|0,41|0,35|2,46M|17,14%
ITUB3|Jan 97|0,35|0,34|0,35|0,32|1,61M|2,94%
ITUB3|Dez 96|0,34|0,33|0,34|0,32|1,08M|0,00%
ITUB3|Nov 96|0,34|0,35|0,35|0,33|3,33M|0,00%
ITUB3|Out 96|0,34|0,33|0,35|0,33|3,96M|3,03%
ITUB3|Set 96|0,33|0,32|0,33|0,32|2,34M|0,00%
ITUB3|Ago 96|0,33|0,32|0,34|0,32|3,98M|0,00%
ITUB3|Jul 96|0,33|0,31|0,35|0,31|1,37M|3,13%
ITUB3|Jun 96|0,32|0,31|0,33|0,28|2,60M|3,23%
ITUB3|Mai 96|0,31|0,29|0,32|0,29|8,04M|6,90%
ITUB3|Abr 96|0,29|0,29|0,30|0,26|2,46M|0,00%
ITUB3|Mar 96|0,29|0,30|0,31|0,28|2,01M|-3,33%
ITUB3|Fev 96|0,30|0,27|0,31|0,27|1,93M|7,14%
ITUB3|Jan 96|0,28|0,23|0,28|0,23|1,55M|27,27%
ITUB3|Dez 95|0,22|0,23|0,24|0,22|916,78K|-4,35%
ITUB3|Nov 95|0,23|0,22|0,23|0,21|1,94M|4,55%
ITUB3|Out 95|0,22|0,24|0,24|0,22|960,87K|-15,38%
ITUB3|Set 95|0,26|0,25|0,26|0,25|946,98K|8,33%
ITUB3|Ago 95|0,24|0,23|0,27|0,22|2,30M|4,35%
ITUB3|Jul 95|0,23|0,22|0,23|0,22|3,40M|-4,17%
ITUB3|Jun 95|0,24|0,22|0,24|0,22|2,31M|14,29%
ITUB3|Mai 95|0,21|0,20|0,22|0,17|2,18M|5,00%
ITUB3|Abr 95|0,20|0,19|0,20|0,18|1,02M|5,26%
ITUB3|Mar 95|0,19|0,18|0,20|0,17|1,27M|5,56%
ITUB3|Fev 95|0,18|0,18|0,18|0,17|1,92M|0,00%
ITUB3|Jan 95|0,18|0,16|0,18|0,16|863,03K|0,00%
ITUB3|Dez 94|0,18|0,19|0,21|0,17|1,46M|-10,00%
ITUB3|Nov 94|0,20|0,21|0,21|0,17|1,32M|-4,76%
ITUB3|Out 94|0,21|0,21|0,23|0,19|533,28K|0,00%
ITUB3|Set 94|0,21|0,22|0,23|0,19|614,21K|0,00%
ITUB3|Ago 94|0,21|0,16|0,24|0,15|3,01M|31,25%
ITUB3|Jul 94|0,16|0,14|0,16|0,14|89,38K|6,67%
ITUB3|Jun 94|0,15|0,11|0,15|0,10|14,77M|50,00%
ITUB3|Mai 94|0,10|0,07|0,11|0,07|1,16M|42,86%
ITUB3|Abr 94|0,07|0,06|0,07|0,05|1,12M|16,67%
ITUB3|Mar 94|0,06|0,04|0,06|0,04|652,26K|50,00%
ITUB3|Fev 94|0,04|0,03|0,05|0,03|869,07K|33,33%
ITUB3|Jan 94|0,03|0,02|0,03|0,02|1,27M|50,00%
ITUB3|Dez 93|0,02|0,01|0,02|0,01|2,55M|100,00%
ITUB3|Nov 93|0,01|0,01|0,01|0,01|4,14M|0,00%
ITUB3|Out 93|0,01|0,01|0,01|0,01|706,61K|0,00%
ITUB3|Set 93|0,01|0,01|0,01|0,01|715,07K|0,00%
ITUB3|Ago 93|0,01|0,00|0,01|0,00|1,02M|0,00%
ITUB3|Jul 93|0,00|0,00|0,00|0,00|1,81M|0,00%
ITUB3|Jun 93|0,00|0,00|0,00|0,00|608,77K|0,00%
ITUB3|Mai 93|0,00|0,00|0,00|0,00|875,71K|0,00%
ITUB3|Abr 93|0,00|0,00|0,00|0,00|1,08M|0,00%
ITUB3|Mar 93|0,00|0,00|0,00|0,00|1,03M|0,00%
ITUB3|Fev 93|0,00|0,00|0,00|0,00|35,29M|0,00%
ITUB3|Jan 93|0,00|0,00|0,00|0,00|337,00K|0,00%
ITUB3|Dez 92|0,00|0,00|0,00|0,00|907,12K|0,00%
ITUB3|Nov 92|0,00|0,00|0,00|0,00|1,66M|0,00%
JPMC34|Fev 22|82,05|78,08|82,05|78,08|68,71K|4,22%
JPMC34|Jan 22|78,73|87,95|96,04|76,75|1,27M|-10,29%
JPMC34|Dez 21|87,76|90,01|92,66|86,91|826,25K|-2,49%
JPMC34|Nov 21|90,00|96,96|97,48|88,36|779,17K|-6,49%
JPMC34|Out 21|96,25|88,40|98,44|87,50|841,44K|8,18%
JPMC34|Set 21|88,97|82,79|91,42|80,76|679,06K|7,46%
JPMC34|Ago 21|82,79|78,93|85,96|77,72|825,86K|4,88%
JPMC34|Jul 21|78,94|78,51|82,66|76,12|653,87K|0,29%
JPMC34|Jun 21|78,71|85,99|86,50|74,00|893,99K|-7,56%
JPMC34|Mai 21|85,15|83,70|88,01|82,40|767,32K|1,73%
JPMC34|Abr 21|83,70|85,73|92,49|80,02|1,53M|-2,76%
JPMC34|Mar 21|86,08|83,40|90,35|81,50|1,59M|3,39%
JPMC34|Fev 21|83,26|70,67|84,80|70,28|608,08K|17,82%
JPMC34|Jan 21|70,67|65,02|77,30|64,74|606,20K|8,72%
JPMC34|Dez 20|65,00|63,75|66,48|59,47|765,93K|3,17%
JPMC34|Nov 20|63,00|56,77|66,19|54,92|680,62K|13,90%
JPMC34|Out 20|55,31|53,98|58,31|53,59|250,60K|3,83%
JPMC34|Set 20|53,27|53,14|54,82|49,77|621,55K|-1,95%
JPMC34|Ago 20|54,33|50,40|56,85|49,71|461,70K|9,74%
JPMC34|Jul 20|49,51|48,91|53,17|47,61|313,75K|-2,21%
JPMC34|Jun 20|50,63|50,80|54,48|48,43|568,40K|-0,59%
JPMC34|Mai 20|50,93|49,87|53,20|47,74|200,30K|-0,25%
JPMC34|Abr 20|51,06|42,71|53,14|42,29|480,35K|12,74%
JPMC34|Mar 20|45,29|51,18|53,14|39,08|476,75K|-7,27%
JPMC34|Fev 20|48,84|54,63|58,35|48,84|223,90K|-10,73%
JPMC34|Jan 20|54,71|54,74|55,91|52,92|367,50K|2,36%
JPMC34|Dez 19|53,45|53,44|54,28|51,89|152,00K|-1,35%
JPMC34|Nov 19|54,18|48,30|54,21|48,30|48,50K|13,85%
JPMC34|Out 19|47,59|46,06|48,64|43,99|191,50K|2,19%
JPMC34|Set 19|46,57|42,64|47,28|42,64|201,50K|8,71%
JPMC34|Ago 19|42,84|41,47|43,27|39,93|247,00K|2,54%
JPMC34|Jul 19|41,78|41,11|41,80|40,23|146,50K|3,93%
JPMC34|Jun 19|40,20|39,03|40,62|38,95|212,00K|2,21%
JPMC34|Mai 19|39,33|43,18|43,39|39,33|127,00K|-8,53%
JPMC34|Abr 19|43,00|37,81|44,04|36,84|190,50K|16,40%
JPMC34|Mar 19|36,94|37,62|38,75|35,59|131,00K|0,96%
JPMC34|Fev 19|36,59|35,98|37,25|34,97|197,00K|3,83%
JPMC34|Jan 19|35,24|34,59|36,76|34,03|201,00K|0,00%
JPMC34|Dez 18|35,24|39,63|40,01|33,99|168,50K|-10,67%
JPMC34|Nov 18|39,45|37,33|39,73|37,33|213,50K|4,73%
JPMC34|Out 18|37,67|42,12|42,42|35,01|642,50K|-10,16%
JPMC34|Set 18|41,93|44,18|45,33|41,93|356,00K|-2,71%
JPMC34|Ago 18|43,10|40,05|45,21|40,05|237,50K|8,07%
JPMC34|Jul 18|39,88|37,14|40,38|37,14|228,50K|6,57%
JPMC34|Jun 18|37,42|36,96|40,39|35,72|450,00K|1,05%
JPMC34|Mai 18|37,03|35,69|38,54|34,81|141,00K|5,59%
JPMC34|Abr 18|35,07|32,50|35,66|32,50|295,50K|6,18%
JPMC34|Mar 18|33,03|34,03|35,60|32,68|150,50K|-4,70%
JPMC34|Fev 18|34,66|33,60|35,13|32,11|359,00K|2,73%
JPMC34|Jan 18|33,74|31,88|34,69|31,88|99,00K|4,14%
JPMC34|Dez 17|32,40|30,99|32,60|30,74|114,50K|2,89%
JPMC34|Nov 17|31,49|29,95|31,49|28,76|81,50K|4,65%
JPMC34|Out 17|30,09|27,61|30,43|27,11|176,50K|10,34%
JPMC34|Set 17|27,27|26,05|27,47|24,69|226,00K|5,09%
JPMC34|Ago 17|25,95|26,18|26,85|25,76|95,00K|0,35%
JPMC34|Jul 17|25,86|27,27|27,95|25,57|190,50K|-5,07%
JPMC34|Jun 17|27,24|23,97|27,24|23,92|119,50K|14,45%
JPMC34|Mai 17|23,80|24,51|25,29|23,68|189,50K|-4,11%
JPMC34|Abr 17|24,82|24,23|25,35|23,70|137,50K|-0,08%
JPMC34|Mar 17|24,84|25,81|26,18|24,01|129,00K|-0,60%
JPMC34|Fev 17|24,99|24,00|25,02|23,52|107,50K|5,71%
JPMC34|Jan 17|23,64|24,68|25,07|23,64|188,00K|-4,21%
JPMC34|Dez 16|24,68|25,16|25,73|24,68|201,50K|2,75%
JPMC34|Nov 16|24,02|19,90|24,52|19,46|286,50K|22,61%
JPMC34|Out 16|19,59|18,52|19,60|18,52|153,00K|2,24%
JPMC34|Set 16|19,16|19,29|21,32|18,72|224,00K|-0,57%
JPMC34|Ago 16|19,27|18,33|19,27|18,05|218,00K|4,33%
JPMC34|Jul 16|18,47|17,34|18,56|16,97|178,00K|6,27%
JPMC34|Jun 16|17,38|20,82|20,82|17,12|842,50K|-15,63%
JPMC34|Mai 16|20,60|19,30|20,66|18,61|215,50K|7,63%
JPMC34|Abr 16|19,14|18,51|19,99|17,83|226,50K|2,57%
JPMC34|Mar 16|18,66|19,78|20,31|18,33|451,50K|-5,04%
JPMC34|Fev 16|19,65|20,46|20,63|18,37|361,00K|-3,72%
JPMC34|Jan 16|20,41|22,51|22,51|19,60|302,00K|-9,65%
JPMC34|Dez 15|22,59|22,43|22,77|20,98|354,00K|-0,48%
JPMC34|Nov 15|22,70|21,65|23,64|21,26|309,50K|5,39%
JPMC34|Out 15|21,54|20,90|22,27|19,65|715,00K|3,36%
JPMC34|Set 15|20,84|19,50|21,66|19,40|1,43M|3,53%
JPMC34|Ago 15|20,13|20,31|21,09|18,53|571,00K|0,30%
JPMC34|Jul 15|20,07|18,18|20,07|17,95|347,00K|10,03%
JPMC34|Jun 15|18,24|18,12|18,66|17,60|912,50K|2,82%
JPMC34|Mai 15|17,74|16,99|17,88|16,52|173,00K|9,98%
JPMC34|Abr 15|16,13|16,86|16,86|15,49|825,50K|-3,64%
JPMC34|Mar 15|16,74|15,19|17,09|14,98|297,50K|10,42%
JPMC34|Fev 15|15,16|12,53|15,16|12,53|545,00K|19,75%
JPMC34|Jan 15|12,66|14,27|14,27|12,23|620,00K|-10,66%
JPMC34|Dez 14|14,17|13,45|14,68|12,87|319,00K|5,35%
JPMC34|Nov 14|13,45|13,02|13,45|12,68|131,00K|5,49%
JPMC34|Out 14|12,75|12,60|13,45|11,55|132,50K|-1,16%
JPMC34|Set 14|12,90|11,10|12,90|11,10|333,00K|15,28%
JPMC34|Ago 14|11,19|10,76|11,48|10,67|39,00K|1,91%
JPMC34|Jul 14|10,98|10,68|10,98|10,41|42,00K|4,77%
JPMC34|Jun 14|10,48|10,31|10,62|10,31|266,50K|1,95%
JPMC34|Mai 14|10,28|10,09|10,28|9,72|149,50K|-0,39%
JPMC34|Abr 14|10,32|11,45|11,45|10,32|46,50K|-8,43%
JPMC34|Mar 14|11,27|11,23|11,69|11,22|10,50K|2,73%
JPMC34|Fev 14|10,97|11,15|11,60|10,93|178,50K|-1,35%
JPMC34|Jan 14|11,12|11,51|11,67|11,05|121,50K|-0,89%
JPMC34|Dez 13|11,22|11,05|11,36|10,68|121,00K|0,72%
JPMC34|Nov 13|11,14|10,25|11,14|10,21|60,50K|16,41%
JPMC34|Out 13|9,57|9,22|9,57|9,21|88,50K|3,46%
JPMC34|Set 13|9,25|9,76|9,94|9,25|341,50K|-9,40%
JPMC34|Ago 13|10,21|10,62|10,62|10,15|212,50K|-0,68%
JPMC34|Jul 13|10,28|9,80|10,34|9,80|118,50K|10,18%
JPMC34|Jun 13|9,33|9,46|9,46|9,33|44,00K|5,07%
JPMC34|Mai 13|8,88|7,74|9,05|7,74|215,00K|12,26%
JPMC34|Abr 13|7,91|7,73|7,91|7,69|152,00K|2,59%
JPMC34|Mar 13|7,71|7,78|7,98|7,71|140,00K|-0,26%
JPMC34|Fev 13|7,73|7,62|7,79|7,62|99,00K|2,79%
JPMC34|Jan 13|7,52|7,48|7,61|7,48|36,50K|4,16%
JPMC34|Dez 12|7,22|7,01|7,26|6,87|29,00K|10,91%
JPMC34|Nov 12|6,51|6,51|6,51|6,51|3,50K|-3,98%
JPMC34|Out 12|6,78|6,66|6,90|6,65|50,50K|2,26%
JPMC34|Set 12|6,63|6,63|6,63|6,63|7,00K|8,69%
JPMC34|Ago 12|6,10|5,92|6,10|5,92|21,50K|-5,43%
KNRI11|Fev 22|133,94|132,68|134,17|131,10|17,12K|0,33%
KNRI11|Jan 22|133,50|141,25|141,89|131,55|812,92K|-5,91%
KNRI11|Dez 21|141,89|126,90|142,90|126,90|505,75K|11,18%
KNRI11|Nov 21|127,62|134,93|137,99|126,50|565,30K|-5,95%
KNRI11|Out 21|135,69|146,30|146,97|134,90|495,34K|-7,69%
KNRI11|Set 21|147,00|141,43|148,50|133,41|1,48M|3,40%
KNRI11|Ago 21|142,17|139,76|142,65|129,40|766,49K|1,28%
KNRI11|Jul 21|140,37|138,59|144,87|137,24|508,41K|1,27%
KNRI11|Jun 21|138,61|144,50|144,50|130,01|985,05K|-3,56%
KNRI11|Mai 21|143,72|149,16|151,49|141,41|691,64K|-3,19%
KNRI11|Abr 21|148,46|152,04|155,27|146,35|562,54K|-2,80%
KNRI11|Mar 21|152,73|158,28|158,28|142,00|779,11K|-3,51%
KNRI11|Fev 21|158,29|159,80|160,69|157,37|484,79K|-0,94%
KNRI11|Jan 21|159,80|162,30|162,30|157,02|613,65K|-1,55%
KNRI11|Dez 20|162,32|159,00|165,00|149,88|606,49K|1,93%
KNRI11|Nov 20|159,25|158,73|164,00|157,87|456,09K|0,74%
KNRI11|Out 20|158,08|164,37|166,32|156,40|508,59K|-3,44%
KNRI11|Set 20|163,71|163,07|168,58|162,59|544,93K|0,79%
KNRI11|Ago 20|162,43|154,63|163,03|153,93|659,45K|5,26%
KNRI11|Jul 20|154,31|165,59|167,27|153,21|665,33K|-6,82%
KNRI11|Jun 20|165,59|168,69|169,08|161,55|559,45K|-1,63%
KNRI11|Mai 20|168,34|154,58|168,34|151,36|409,17K|8,87%
KNRI11|Abr 20|154,62|148,79|155,60|141,55|608,57K|3,66%
KNRI11|Mar 20|149,15|165,11|167,65|115,54|1,24M|-9,90%
KNRI11|Fev 20|165,55|175,17|177,59|159,78|822,57K|-5,50%
KNRI11|Jan 20|175,18|191,11|192,89|168,31|1,49M|-8,00%
KNRI11|Dez 19|190,42|168,04|192,16|167,19|1,09M|13,79%
KNRI11|Nov 19|167,34|162,64|167,34|160,74|1,19M|3,33%
KNRI11|Out 19|161,94|152,32|167,07|148,81|1,15M|6,61%
KNRI11|Set 19|151,90|148,86|152,54|146,19|986,16K|1,74%
KNRI11|Ago 19|149,30|144,63|150,99|143,45|857,44K|3,57%
KNRI11|Jul 19|144,16|144,40|148,86|140,86|1,08M|0,00%
KNRI11|Jun 19|144,16|144,19|147,40|140,21|643,69K|-0,02%
KNRI11|Mai 19|144,19|140,94|144,19|139,74|523,96K|2,35%
KNRI11|Abr 19|140,88|143,94|143,94|137,93|620,72K|0,25%
KNRI11|Mar 19|140,53|140,49|145,54|138,31|638,41K|0,18%
KNRI11|Fev 19|140,27|137,06|144,82|136,15|435,80K|2,37%
KNRI11|Jan 19|137,02|133,39|137,75|132,87|359,49K|3,24%
KNRI11|Dez 18|132,72|137,97|138,33|131,63|369,74K|-3,27%
KNRI11|Nov 18|137,20|138,18|144,52|132,78|284,65K|-0,51%
KNRI11|Out 18|137,90|121,10|139,25|119,68|441,66K|13,55%
KNRI11|Set 18|121,45|123,75|125,90|118,78|453,18K|-1,86%
KNRI11|Ago 18|123,75|132,22|132,22|122,65|385,35K|-5,37%
KNRI11|Jul 18|130,77|124,92|133,22|123,24|236,39K|4,63%
KNRI11|Jun 18|124,98|138,58|139,46|121,92|268,83K|-9,29%
KNRI11|Mai 18|137,78|145,72|148,34|136,13|206,25K|-4,98%
KNRI11|Abr 18|145,00|162,44|162,44|138,94|249,89K|-3,79%
